Date,Close,High,Low,Open,Volume,ticker
2026-04-27,212.0,228.0,212.0,224.0,2312800,RAAM.JK
2026-04-28,214.0,236.0,206.0,218.0,1104700,RAAM.JK
2026-04-29,218.0,222.0,212.0,220.0,394800,RAAM.JK
2026-04-30,212.0,218.0,208.0,216.0,401200,RAAM.JK
2026-05-04,220.0,230.0,202.0,212.0,2598100,RAAM.JK
2026-05-05,214.0,224.0,214.0,222.0,454400,RAAM.JK
2026-05-06,216.0,218.0,214.0,216.0,321700,RAAM.JK
2026-05-07,222.0,228.0,216.0,220.0,1406900,RAAM.JK
2026-05-08,216.0,222.0,214.0,222.0,399000,RAAM.JK
2026-05-11,214.0,218.0,204.0,216.0,771200,RAAM.JK
2026-05-12,206.0,218.0,206.0,214.0,410500,RAAM.JK
2026-05-13,208.0,210.0,202.0,208.0,982100,RAAM.JK
2026-05-14,208.0,208.0,208.0,208.0,0,RAAM.JK
2026-05-15,208.0,208.0,208.0,208.0,0,RAAM.JK
2026-05-18,204.0,240.0,198.0,208.0,2589000,RAAM.JK
2026-05-19,200.0,216.0,190.0,206.0,1261800,RAAM.JK
2026-05-20,196.0,200.0,190.0,200.0,671300,RAAM.JK
2026-05-21,185.0,198.0,172.0,197.0,734200,RAAM.JK
2026-05-22,200.0,200.0,179.0,185.0,1315900,RAAM.JK
2026-05-25,191.0,208.0,190.0,190.0,312500,RAAM.JK
2026-05-26,197.0,200.0,191.0,191.0,434700,RAAM.JK
2026-05-27,197.0,197.0,197.0,197.0,0,RAAM.JK
2026-05-28,197.0,197.0,197.0,197.0,0,RAAM.JK
2026-05-29,195.0,200.0,190.0,195.0,200900,RAAM.JK
2026-06-02,194.0,196.0,190.0,195.0,145500,RAAM.JK
2026-06-03,182.0,194.0,178.0,194.0,512200,RAAM.JK
2026-06-04,174.0,182.0,167.0,182.0,1306400,RAAM.JK
2026-06-05,170.0,183.0,168.0,173.0,402500,RAAM.JK
2026-06-08,157.0,166.0,148.0,166.0,1406900,RAAM.JK
2026-06-09,189.0,198.0,154.0,156.0,1765400,RAAM.JK
2026-06-10,240.0,254.0,171.0,188.0,6467700,RAAM.JK
2026-06-11,214.0,236.0,204.0,236.0,11477600,RAAM.JK
2026-06-12,208.0,220.0,206.0,214.0,862400,RAAM.JK
2026-06-15,208.0,214.0,206.0,214.0,382100,RAAM.JK
2026-06-17,230.0,232.0,208.0,210.0,2480700,RAAM.JK
2026-06-18,222.0,230.0,212.0,230.0,533900,RAAM.JK
