Date,Close,High,Low,Open,Volume,ticker
2026-04-27,1610.0,1645.0,1595.0,1645.0,6018100,LPPF.JK
2026-04-28,1625.0,1630.0,1605.0,1610.0,1930200,LPPF.JK
2026-04-29,1610.0,1640.0,1605.0,1640.0,2595800,LPPF.JK
2026-04-30,1630.0,1660.0,1615.0,1645.0,3790200,LPPF.JK
2026-05-04,1640.0,1645.0,1620.0,1630.0,4139100,LPPF.JK
2026-05-05,1650.0,1675.0,1625.0,1640.0,2229100,LPPF.JK
2026-05-06,1645.0,1660.0,1645.0,1650.0,2157500,LPPF.JK
2026-05-07,1645.0,1660.0,1635.0,1655.0,1735200,LPPF.JK
2026-05-08,1640.0,1655.0,1635.0,1645.0,2559700,LPPF.JK
2026-05-11,1620.0,1640.0,1610.0,1640.0,5390800,LPPF.JK
2026-05-12,1615.0,1625.0,1610.0,1620.0,1811500,LPPF.JK
2026-05-13,1650.0,1650.0,1600.0,1615.0,2126200,LPPF.JK
2026-05-14,1650.0,1650.0,1650.0,1650.0,0,LPPF.JK
2026-05-15,1650.0,1650.0,1650.0,1650.0,0,LPPF.JK
2026-05-18,1620.0,1650.0,1605.0,1650.0,2539700,LPPF.JK
2026-05-19,1610.0,1650.0,1605.0,1650.0,2226800,LPPF.JK
2026-05-20,1610.0,1630.0,1600.0,1630.0,1760100,LPPF.JK
2026-05-21,1605.0,1625.0,1600.0,1625.0,1481700,LPPF.JK
2026-05-22,1595.0,1605.0,1550.0,1605.0,2344100,LPPF.JK
2026-05-25,1600.0,1610.0,1590.0,1605.0,1060800,LPPF.JK
2026-05-26,1590.0,1605.0,1590.0,1600.0,1517900,LPPF.JK
2026-05-27,1590.0,1590.0,1590.0,1590.0,0,LPPF.JK
2026-05-28,1590.0,1590.0,1590.0,1590.0,0,LPPF.JK
2026-05-29,1600.0,1605.0,1580.0,1590.0,2991100,LPPF.JK
2026-06-02,1605.0,1605.0,1585.0,1600.0,1461900,LPPF.JK
2026-06-03,1565.0,1605.0,1535.0,1605.0,3426400,LPPF.JK
2026-06-04,1550.0,1565.0,1445.0,1565.0,2568100,LPPF.JK
2026-06-05,1500.0,1555.0,1495.0,1550.0,2241600,LPPF.JK
2026-06-08,1460.0,1495.0,1435.0,1495.0,3295400,LPPF.JK
2026-06-09,1500.0,1500.0,1445.0,1455.0,1690600,LPPF.JK
2026-06-10,1540.0,1550.0,1490.0,1505.0,2249100,LPPF.JK
2026-06-11,1540.0,1560.0,1525.0,1545.0,1393900,LPPF.JK
2026-06-12,1595.0,1595.0,1540.0,1540.0,1279900,LPPF.JK
2026-06-15,1590.0,1605.0,1580.0,1595.0,3130300,LPPF.JK
2026-06-17,1580.0,1600.0,1580.0,1590.0,989300,LPPF.JK
2026-06-18,1565.0,1585.0,1550.0,1585.0,915500,LPPF.JK
2026-06-19,1520.0,1585.0,1520.0,1565.0,11424100,LPPF.JK
2026-06-22,1530.0,1545.0,1520.0,1545.0,927300,LPPF.JK
2026-06-23,1520.0,1540.0,1515.0,1530.0,1033300,LPPF.JK
2026-06-24,1500.0,1540.0,1500.0,1525.0,1467600,LPPF.JK
