Date,Close,High,Low,Open,Volume,ticker
2026-04-27,2391.09814453125,2485.607952615489,2362.7452021059785,2485.607952615489,7498200,JPFA.JK
2026-04-28,2220.98046875,2391.098121675532,2211.529488031915,2391.098121675532,21364800,JPFA.JK
2026-04-29,2306.039306640625,2315.4902874055456,2220.98047975634,2220.98047975634,12890500,JPFA.JK
2026-04-30,2343.84326171875,2400.5491470829134,2268.235414566532,2306.039338142641,21146200,JPFA.JK
2026-05-04,2485.60791015625,2495.058890803232,2334.392219804539,2334.392219804539,16540800,JPFA.JK
2026-05-05,2447.803955078125,2485.6078771642738,2381.647091427365,2485.6078771642738,11072000,JPFA.JK
2026-05-06,2476.156982421875,2485.6079632708133,2438.353059026121,2466.7060015729367,9641600,JPFA.JK
2026-05-07,2457.2548828125,2485.607823768029,2438.3529221754807,2476.15684344952,14778500,JPFA.JK
2026-05-08,2410.0,2476.156862745098,2381.6470588235293,2466.705882352941,21075800,JPFA.JK
2026-05-11,2530.0,2530.0,2400.0,2410.0,8267100,JPFA.JK
2026-05-12,2440.0,2530.0,2380.0,2530.0,8759200,JPFA.JK
2026-05-13,2540.0,2560.0,2380.0,2470.0,21951400,JPFA.JK
2026-05-14,2540.0,2540.0,2540.0,2540.0,0,JPFA.JK
2026-05-15,2540.0,2540.0,2540.0,2540.0,0,JPFA.JK
2026-05-18,2530.0,2600.0,2490.0,2590.0,15164300,JPFA.JK
2026-05-19,2510.0,2570.0,2470.0,2530.0,10781300,JPFA.JK
2026-05-20,2640.0,2650.0,2470.0,2510.0,24974100,JPFA.JK
2026-05-21,2580.0,2760.0,2540.0,2650.0,42552200,JPFA.JK
2026-05-22,2570.0,2590.0,2480.0,2580.0,26395200,JPFA.JK
2026-05-25,2630.0,2670.0,2520.0,2600.0,18937500,JPFA.JK
2026-05-26,2570.0,2630.0,2540.0,2620.0,22131300,JPFA.JK
2026-05-27,2570.0,2570.0,2570.0,2570.0,0,JPFA.JK
2026-05-28,2570.0,2570.0,2570.0,2570.0,0,JPFA.JK
2026-05-29,2450.0,2560.0,2450.0,2530.0,52176400,JPFA.JK
2026-06-02,2390.0,2470.0,2340.0,2450.0,18388100,JPFA.JK
2026-06-03,2270.0,2420.0,2220.0,2400.0,22799500,JPFA.JK
2026-06-04,2150.0,2260.0,2100.0,2250.0,28483200,JPFA.JK
2026-06-05,1935.0,2150.0,1935.0,2150.0,52567600,JPFA.JK
2026-06-08,1780.0,1895.0,1750.0,1885.0,46279400,JPFA.JK
2026-06-09,1895.0,1935.0,1780.0,1780.0,50272100,JPFA.JK
2026-06-10,1845.0,1900.0,1805.0,1895.0,51115400,JPFA.JK
2026-06-11,1860.0,1920.0,1825.0,1845.0,36787800,JPFA.JK
